cleansed_text,created_at,class,is_unuseful,processed_text
I'm so glad to hear there is a bug and I'm not going crazy over here. Lol.,2022-06-22 21:01:45.000000 UTC,chat,False,I'm so glad to hear there is a bug and I'm not going crazy over here. Lol.
I would like to be connected to an agent,2022-06-22 20:47:12.000000 UTC,chat,False,I would like to be connected to an agent
"That is correct, except the suite number is not included and is suite #108.



Hollywood Feed

3615 S Houston Levee Rd Suite #108

Collierville Tn 38017",2022-06-22 21:58:26.000000 UTC,chat,False,"That is correct, except the suite number is not included and is suite #108."
"Thank you, Alex!",2022-06-22 22:07:05.000000 UTC,chat,False,"Thank you, Alex!"
"You can close this case.



Martine Burnham | Textron FSSC | Specialist, Travel & Expense

2301 Eagle Parkway Ste 250 Ft Worth, TX 76177

T&E Customer Service: (817) 837-4770|Fax: (866) 747-1654

Hours of Operation: M-F 7:30am-5:00 pm CST







************************************************************************



Travel and Expense Chat Bot - A Virtual Assistant to help answer your Travel and Expense questions. Located in the bottom right corner of the Planning Business Travel page.







TAE-ROID can address many topics, including:

Expense Reports

Credit Card Applications

Credit Limit Increases

Concur

Textron’s Travel Policy

BCD Travel





*************************************************************************",2021-08-02 13:58:57.000000 UTC,chat,True,"You can close this case.
Travel and Expense Chat Bot - A Virtual Assistant to help answer your Travel and Expense questions. Located in the bottom right corner of the Planning Business Travel page.
TAE-ROID can address many topics, including:"
Help Meghan understand how they’re doing:,2021-12-14 19:10:37.000000 UTC,chat,True,Help Meghan understand how they’re doing:
Let me know if still have questions and want to get connected to a support agent.,2021-12-14 17:24:21.000000 UTC,chat,True,Let me know if still have questions and want to get connected to a support agent.
"Hi Ryan,



Thank you for contacting Divvy Customer Support. My name is Meghan and I'm happy to help you today! :)",2021-12-14 17:33:10.000000 UTC,chat,False,Thank you for contacting Divvy Customer Support. My name is Meghan and I'm happy to help you today! :)
"Hey Ryan, ﻿I haven’t heard from you in a while - If you still need help with this or if there is anything else I can do, please don't hesitate to contact me directly by replying to this message! I will close our chat for now.
﻿
﻿In case I do not hear from you again, have a wonderful day, and thanks for contacting Divvy! :)",2021-12-14 19:10:25.000000 UTC,chat,True,"Hey Ryan, ﻿I haven’t heard from you in a while - If you still need help with this or if there is anything else I can do, please don't hesitate to contact me directly by replying to this message! I will close our chat for now.
﻿In case I do not hear from you again, have a wonderful day, and thanks for contacting Divvy! :)"
"how do I get started on rewards, I have tried clicking on rewards, it sends me on a loop and then I am back to my account. Do I need to sign up somewhere?",2021-12-14 17:33:46.000000 UTC,chat,False,"how do I get started on rewards, I have tried clicking on rewards, it sends me on a loop and then I am back to my account. Do I need to sign up somewhere?"
"ok thanks, I am not at a year yet.",2021-12-14 17:36:49.000000 UTC,chat,False,
Lets check out the help center,2021-12-14 17:24:19.000000 UTC,chat,False,Lets check out the help center
"<!DOCTYPE html>







   ...at least get your $100 for completing a demo of 
.
  </div>




   I’ve tried to reach you a few times to schedule a time for the Divvy demo you requested. We really want to help your company eliminate expense reports but haven’t heard back, which tells me one of three things: 
  </div>


You’re all set, enjoy doing expense reports and I should stop bothering you. (If so, let me know)

You’re still interested but haven’t had the time to get back to me yet. In that case,

You’ve fallen and can’t get up. In that case, please let me know and I’ll call someone to help. :)

  </ol>


   I look forward to saving your organization money, saving you time, and making you look great!
  </div>




In the meantime, here are two short videos you can review to prepare for our call:
  </div>


   Video 1: 
(3:00)
  </div>


   Video 2: 
(1:20)
  </div>




   Again, 
so we can schedule a time to talk.
  </div>




   Cheers,
  </div>








    Dan Beesley
   </div>


    Senior Account Executive
   </div>


    385.336.7423
   </div>
  </div>


 </body>
</html>",2018-08-08 15:37:15.000000 UTC,chat,False,"   ...at least get your $100 for completing a demo of 
   I’ve tried to reach you a few times to schedule a time for the Divvy demo you requested. We really want to help your company eliminate expense reports but haven’t heard back, which tells me one of three things: 
You’re all set, enjoy doing expense reports and I should stop bothering you. (If so, let me know)
You’re still interested but haven’t had the time to get back to me yet. In that case,
You’ve fallen and can’t get up. In that case, please let me know and I’ll call someone to help. :)
   I look forward to saving your organization money, saving you time, and making you look great!
In the meantime, here are two short videos you can review to prepare for our call:
so we can schedule a time to talk."
Oh wow!! I greatly appreciate it.  I'll mark that edits tonight,2022-06-25 14:36:23.117000 UTC,ticket,False,Oh wow!! I greatly appreciate it.  I'll mark that edits tonight
"You're so very welcome Carrie, it's my pleasure! Take as much time as you need. Once you're ready just message me to let me know and I'll get it back off to print for you ��. Have a great night, I look forward to speaking with you soon. And if you get stuck anywhere or have any issues let me know!",2022-06-25 15:11:04.367000 UTC,ticket,False,"You're so very welcome Carrie, it's my pleasure! Take as much time as you need. Once you're ready just message me to let me know and I'll get it back off to print for you ��. Have a great night, I look forward to speaking with you soon. And if you get stuck anywhere or have any issues let me know!"
"Not to worry though, I've gone ahead and unlocked Volume 17 of your Series so that you can make your edits. Once you've completed your edits, simply respond to this message &amp; let me know. From there, I'll get your book sent back to print completely free of charge as a courtesy for the inconvenience. If you have any other questions let me know!",2022-06-25 14:26:11.861000 UTC,ticket,False,"Not to worry though, I've gone ahead and unlocked Volume 17 of your Series so that you can make your edits. Once you've completed your edits, simply respond to this message &amp; let me know. From there, I'll get your book sent back to print completely free of charge as a courtesy for the inconvenience. If you have any other questions let me know!"
"Hi Carrie, my name is Amber and I'm happy to help! I'm so sorry to hear your book shipped without you getting to make your edits. It looks like that reminder email was sent on May 27, 2022. Sometimes our emails can accidentally slip into the spam folder so that might be where it landed. I sincerely apologize for any confusion or frustration this may have caused!",2022-06-25 14:26:09.385000 UTC,ticket,False,"Hi Carrie, my name is Amber and I'm happy to help! I'm so sorry to hear your book shipped without you getting to make your edits. It looks like that reminder email was sent on May 27, 2022. Sometimes our emails can accidentally slip into the spam folder so that might be where it landed. I sincerely apologize for any confusion or frustration this may have caused!"
